tripinfo_id;tripinfo_depart;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_departDelay;tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_duration;tripinfo_routeLength;tripinfo_waitingTime;tripinfo_waitingCount;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_rerouteNo;tripinfo_devices;tripinfo_vType;tripinfo_speedFactor;tripinfo_vaporized
in_od_to_ko.18;2357.00;803785575#0_0;5.10;0.00;29.06;2788.00;972103805_0;116.86;10.91;431.00;2307.67;163.00;4;0.00;212.00;0;tripinfo_in_od_to_ko.18;car;1.00;
in_ns_to_gj.1;2439.00;-23142338#2_0;5.10;0.00;7.18;2788.00;23527526_0;253.75;10.58;349.00;2084.96;112.00;2;0.00;155.99;0;tripinfo_in_ns_to_gj.1;car;0.98;
in_od_to_ko.19;2385.00;803785575#0_0;5.10;0.00;22.40;2790.00;972103805_0;116.86;10.23;405.00;2307.67;112.00;4;0.00;190.84;0;tripinfo_in_od_to_ko.19;car;1.03;
in_ns_to_gj.2;2442.00;-23142338#2_0;5.10;0.00;0.60;2790.00;23527526_0;253.75;10.44;348.00;2084.96;118.00;2;0.00;158.40;0;tripinfo_in_ns_to_gj.2;car;1.00;
in_od_to_ko.20;2394.00;803785575#0_0;5.10;0.00;21.90;2792.00;972103805_0;116.86;10.70;398.00;2307.67;110.00;4;0.00;193.09;0;tripinfo_in_od_to_ko.20;car;1.07;
in_ba_to_gg.5;2501.00;-230845886_0;5.10;0.00;6.67;2794.00;23156305_0;1264.14;10.21;293.00;2718.65;0.00;0;0.00;40.26;0;tripinfo_in_ba_to_gg.5;car;0.98;
in_ns_to_ko.50;2482.00;-23142338#2_0;5.10;0.00;0.69;2795.00;972103805_0;116.86;10.51;313.00;1398.55;151.00;3;0.00;186.51;0;tripinfo_in_ns_to_ko.50;car;1.00;
in_ns_to_ko.51;2517.00;-23142338#2_0;5.10;0.00;0.53;2797.00;972103805_0;116.86;11.14;280.00;1398.55;126.00;3;0.00;160.45;0;tripinfo_in_ns_to_ko.51;car;1.05;
in_ba_to_gj.19;2612.00;-230845886_0;5.10;0.00;0.83;2798.00;23527526_0;253.75;9.41;186.00;1755.68;0.00;0;0.00;16.27;0;tripinfo_in_ba_to_gj.19;car;0.94;
in_as_to_gj.16;2663.00;23687583_0;5.10;0.00;9.23;2801.00;23527526_0;253.75;10.47;138.00;649.06;40.00;3;0.00;75.48;0;tripinfo_in_as_to_gj.16;car;0.95;
in_os_to_ba.11;2420.00;-45494495_0;5.10;0.00;0.98;2802.00;230845886_0;633.12;8.42;382.00;1746.52;120.00;7;0.00;194.84;0;tripinfo_in_os_to_ba.11;car;0.85;
in_ns_to_as.6;2436.00;-23142338#2_0;5.10;0.00;5.17;2805.00;41899283#1_0;148.70;9.71;369.00;2009.37;122.00;3;0.00;174.91;0;tripinfo_in_ns_to_as.6;car;0.94;
in_ns_to_ko.52;2522.00;-23142338#2_0;5.10;0.00;0.68;2806.00;972103805_0;116.86;10.42;284.00;1398.55;120.00;3;0.00;151.85;0;tripinfo_in_ns_to_ko.52;car;0.95;
in_ns_to_as.7;2459.00;-23142338#2_0;5.10;0.00;1.38;2807.00;41899283#1_0;148.70;10.50;348.00;2009.37;110.00;2;0.00;155.42;0;tripinfo_in_ns_to_as.7;car;0.95;
in_ba_to_as.23;2650.00;-230845886_0;5.10;0.00;5.73;2808.00;41899283#1_0;148.70;12.50;158.00;1430.78;13.00;1;0.00;51.89;0;tripinfo_in_ba_to_as.23;car;1.22;
in_ns_to_ko.53;2552.00;-23142338#2_0;5.10;0.00;1.11;2811.00;972103805_0;116.86;10.80;259.00;1398.55;105.00;2;0.00;135.42;0;tripinfo_in_ns_to_ko.53;car;1.02;
in_as_to_gj.17;2714.00;23687583_0;5.10;0.00;16.43;2811.00;23527526_0;253.75;12.54;97.00;649.06;20.00;1;0.00;45.82;0;tripinfo_in_as_to_gj.17;car;1.17;
in_od_to_br.6;2339.00;803785575#0_0;5.10;0.00;26.37;2813.00;23156390_0;1121.44;9.99;474.00;3149.31;67.00;5;0.00;159.53;0;tripinfo_in_od_to_br.6;car;0.91;
in_as_to_ba.11;2631.00;23687583_0;5.10;0.00;0.96;2813.00;230845886_0;633.12;11.35;182.00;1356.50;25.00;1;0.00;67.98;0;tripinfo_in_as_to_ba.11;car;1.07;
in_ns_to_ko.54;2555.00;-23142338#2_0;5.10;0.00;3.18;2815.00;972103805_0;116.86;10.73;260.00;1398.55;102.00;2;0.00;130.82;0;tripinfo_in_ns_to_ko.54;car;0.98;
in_ba_to_as.21;2625.00;-230845886_0;5.10;0.00;2.42;2818.00;41899283#1_0;148.70;8.99;193.00;1430.78;23.00;1;0.00;41.35;0;tripinfo_in_ba_to_as.21;car;0.86;
in_ba_to_as.20;2622.00;-230845886_0;5.10;0.00;1.77;2820.00;41899283#1_0;148.70;10.02;198.00;1430.78;27.00;1;0.00;54.67;0;tripinfo_in_ba_to_as.20;car;0.91;
in_ba_to_ns.5;2421.00;-230845886_0;5.10;0.00;2.88;2821.00;23142338#2_0;290.21;9.88;400.00;2346.36;129.00;3;0.00;169.43;0;tripinfo_in_ba_to_ns.5;car;0.92;
in_ba_to_as.22;2638.00;-230845886_0;5.10;0.00;0.98;2821.00;41899283#1_0;148.70;9.81;183.00;1430.78;21.00;1;0.00;44.47;0;tripinfo_in_ba_to_as.22;car;0.93;
in_os_to_ns.2;2270.00;-45494495_0;5.10;0.00;0.85;2823.00;23142338#2_0;290.21;12.47;553.00;1665.91;332.00;8;0.00;409.42;0;tripinfo_in_os_to_ns.2;car;1.14;
in_od_to_as.15;2530.00;803785575#0_0;5.10;0.00;11.74;2825.00;41899283#1_0;148.70;9.08;295.00;2382.09;6.00;1;0.00;53.82;0;tripinfo_in_od_to_as.15;car;0.89;
in_od_to_ns.11;2536.00;803785575#0_0;5.10;0.00;8.71;2826.00;23142338#2_0;290.21;10.31;290.00;1928.29;67.00;2;0.00;100.00;0;tripinfo_in_od_to_ns.11;car;0.98;
in_od_to_br.7;2391.00;803785575#0_0;5.10;0.00;23.08;2827.00;23156390_0;1121.44;9.26;436.00;3149.31;44.00;3;0.00;122.30;0;tripinfo_in_od_to_br.7;car;0.91;
in_ba_to_as.24;2673.00;-230845886_0;5.10;0.00;2.71;2829.00;41899283#1_0;148.70;10.73;156.00;1430.78;0.00;0;0.00;30.74;0;tripinfo_in_ba_to_as.24;car;1.04;
in_ba_to_as.25;2682.00;-230845886_0;5.10;0.00;6.00;2831.00;41899283#1_0;148.70;11.10;149.00;1430.78;0.00;0;0.00;25.48;0;tripinfo_in_ba_to_as.25;car;1.05;
in_as_to_sl.8;2223.00;23687583_0;5.10;0.00;5.12;2833.00;28706217_0;94.10;7.71;610.00;1976.75;337.00;9;0.00;431.80;0;tripinfo_in_as_to_sl.8;car;1.03;
in_od_to_as.12;2485.00;803785575#0_0;5.10;0.00;5.52;2833.00;41899283#1_0;148.70;13.51;348.00;2382.09;37.00;11;0.00;175.99;0;tripinfo_in_od_to_as.12;car;1.28;
in_as_to_ba.12;2651.00;23687583_0;5.10;0.00;4.13;2836.00;230845886_0;633.12;12.97;185.00;1356.50;43.00;2;0.00;82.00;0;tripinfo_in_as_to_ba.12;car;1.19;
in_od_to_kl.9;2479.00;803785575#0_0;5.10;0.00;7.25;2837.00;28716808#1_0;754.74;12.20;358.00;2678.40;38.00;7;0.00;156.15;0;tripinfo_in_od_to_kl.9;car;1.20;
in_od_to_br.8;2410.00;803785575#0_0;5.10;0.00;20.92;2838.00;23156390_0;1121.44;9.92;428.00;3149.31;49.00;4;0.00;108.98;0;tripinfo_in_od_to_br.8;car;0.90;
in_as_to_ns.13;2517.00;23687583_0;5.10;0.00;3.05;2845.00;23142338#2_0;290.21;10.30;328.00;1995.73;106.00;5;0.00;143.68;0;tripinfo_in_as_to_ns.13;car;0.99;
in_ba_to_gg.6;2517.00;-230845886_0;5.10;0.00;1.05;2845.00;23156305_0;1264.14;8.36;328.00;2718.65;0.00;0;0.00;27.61;0;tripinfo_in_ba_to_gg.6;car;0.82;
in_as_to_od.2;2297.00;23687583_0;5.10;0.00;0.56;2846.00;23156030#6_0;109.07;12.24;549.00;2357.31;269.00;10;0.00;359.66;0;tripinfo_in_as_to_od.2;car;1.12;
in_as_to_ko.23;2614.00;23687583_0;5.10;0.00;2.61;2846.00;972103805_0;116.86;10.33;232.00;1102.39;81.00;3;0.00;126.19;0;tripinfo_in_as_to_ko.23;car;0.94;
in_ba_to_gg.7;2535.00;-230845886_0;5.10;0.00;0.24;2847.00;23156305_0;1264.14;12.33;312.00;2718.65;0.00;0;0.00;101.50;0;tripinfo_in_ba_to_gg.7;car;1.18;
in_as_to_ko.24;2645.00;23687583_0;5.10;0.00;0.41;2848.00;972103805_0;116.86;10.47;203.00;1102.39;64.00;3;0.00;101.40;0;tripinfo_in_as_to_ko.24;car;0.98;
in_as_to_ko.25;2660.00;23687583_0;5.10;0.00;8.19;2849.00;972103805_0;116.86;12.43;189.00;1102.39;53.00;3;0.00;105.12;0;tripinfo_in_as_to_ko.25;car;1.18;
in_ba_to_as.26;2705.00;-230845886_0;5.10;0.00;0.17;2849.00;41899283#1_0;148.70;10.84;144.00;1430.78;0.00;0;0.00;20.33;0;tripinfo_in_ba_to_as.26;car;1.05;
in_as_to_ko.26;2690.00;23687583_0;5.10;0.00;29.55;2852.00;972103805_0;116.86;11.08;162.00;1102.39;23.00;2;0.00;63.44;0;tripinfo_in_as_to_ko.26;car;1.02;
in_as_to_ns.14;2526.00;23687583_0;5.10;0.00;1.94;2855.00;23142338#2_0;290.21;8.97;329.00;1995.73;83.00;2;0.00;118.84;0;tripinfo_in_as_to_ns.14;car;0.87;
in_as_to_kl.5;2694.00;23687583_0;5.10;0.00;29.45;2855.00;28716808#1_0;754.74;11.42;161.00;1207.92;21.00;1;0.00;59.36;0;tripinfo_in_as_to_kl.5;car;1.08;
in_ba_to_ko.34;2529.00;-230845886_0;5.10;0.00;5.06;2856.00;972103805_0;116.86;9.59;327.00;2114.29;74.00;3;0.00;116.28;0;tripinfo_in_ba_to_ko.34;car;0.91;
in_as_to_ns.15;2540.00;23687583_0;5.10;0.00;0.44;2857.00;23142338#2_0;290.21;9.66;317.00;1995.73;77.00;3;0.00;116.72;0;tripinfo_in_as_to_ns.15;car;0.91;
in_ba_to_ko.35;2601.00;-230845886_0;5.10;0.00;0.79;2857.00;972103805_0;116.86;11.04;256.00;2114.29;38.00;2;0.00;69.66;0;tripinfo_in_ba_to_ko.35;car;1.03;
in_as_to_ns.16;2602.00;23687583_0;5.10;0.00;2.29;2858.00;23142338#2_0;290.21;12.19;256.00;1995.73;35.00;2;0.00;93.44;0;tripinfo_in_as_to_ns.16;car;1.12;
in_od_to_br.9;2413.00;803785575#0_0;5.10;0.00;17.83;2860.00;23156390_0;1121.44;9.03;447.00;3149.31;36.00;2;0.00;101.11;0;tripinfo_in_od_to_br.9;car;0.83;
in_od_to_br.10;2434.00;803785575#0_0;5.10;0.00;16.27;2862.00;23156390_0;1121.44;10.76;428.00;3149.31;34.00;3;0.00;147.44;0;tripinfo_in_od_to_br.10;car;1.02;
in_as_to_gg.3;2623.00;23687583_0;5.10;0.00;0.97;2863.00;23156305_0;1264.14;9.05;240.00;1600.87;27.00;2;0.00;68.32;0;tripinfo_in_as_to_gg.3;car;0.85;
in_od_to_br.11;2436.00;803785575#0_0;5.10;0.00;1.61;2864.00;23156390_0;1121.44;9.05;428.00;3149.31;33.00;1;0.00;102.85;0;tripinfo_in_od_to_br.11;car;0.88;
in_od_to_gg.9;2354.00;803785575#0_0;5.10;0.00;31.74;2865.00;23156305_0;1264.14;11.34;511.00;3669.96;59.00;6;0.00;212.50;0;tripinfo_in_od_to_gg.9;car;1.12;
in_od_to_gg.12;2398.00;803785575#0_0;5.10;0.00;23.30;2866.00;23156305_0;1264.14;13.12;468.00;3669.96;44.00;3;0.00;192.59;0;tripinfo_in_od_to_gg.12;car;1.21;
in_od_to_br.12;2443.00;803785575#0_0;5.10;0.00;1.30;2866.00;23156390_0;1121.44;10.01;423.00;3149.31;34.00;2;0.00;140.71;0;tripinfo_in_od_to_br.12;car;1.01;
in_od_to_br.13;2449.00;803785575#0_0;5.10;0.00;6.19;2867.00;23156390_0;1121.44;12.41;418.00;3149.31;32.00;2;0.00;164.58;0;tripinfo_in_od_to_br.13;car;1.13;
in_od_to_gg.11;2382.00;803785575#0_0;5.10;0.00;20.23;2869.00;23156305_0;1264.14;11.93;487.00;3669.96;58.00;5;0.00;185.84;0;tripinfo_in_od_to_gg.11;car;1.11;
in_od_to_ba.17;2482.00;803785575#0_0;5.10;0.00;6.26;2869.00;230845886_0;633.12;8.47;387.00;2382.14;39.00;7;0.00;138.31;0;tripinfo_in_od_to_ba.17;car;0.87;
in_as_to_ko.27;2720.00;23687583_0;5.10;0.00;10.97;2870.00;972103805_0;116.86;9.43;150.00;1102.39;18.00;1;0.00;45.17;0;tripinfo_in_as_to_ko.27;car;0.95;
in_od_to_ba.18;2488.00;803785575#0_0;5.10;0.00;5.96;2871.00;230845886_0;633.12;10.19;383.00;2382.14;34.00;4;0.00;152.47;0;tripinfo_in_od_to_ba.18;car;0.93;
in_od_to_ko.21;2422.00;803785575#0_0;5.10;0.00;19.93;2873.00;972103805_0;116.86;10.55;451.00;2307.67;184.00;5;0.00;232.24;0;tripinfo_in_od_to_ko.21;car;1.00;
in_os_to_br.5;2416.00;-45494495_0;5.10;0.00;4.27;2873.00;23156390_0;1121.44;9.29;457.00;2513.69;120.00;4;0.00;189.72;0;tripinfo_in_os_to_br.5;car;0.86;
in_as_to_gj.18;2761.00;23687583_0;5.10;0.00;23.57;2873.00;23527526_0;253.75;10.45;112.00;649.06;30.00;1;0.00;54.13;0;tripinfo_in_as_to_gj.18;car;1.03;
in_od_to_ba.19;2509.00;803785575#0_0;5.10;0.00;10.59;2877.00;230845886_0;633.12;12.11;368.00;2382.14;39.00;6;0.00;172.82;0;tripinfo_in_od_to_ba.19;car;1.10;
in_od_to_ko.22;2440.00;803785575#0_0;5.10;0.00;0.98;2879.00;972103805_0;116.86;10.22;439.00;2307.67;167.00;5;0.00;216.16;0;tripinfo_in_od_to_ko.22;car;0.98;
in_od_to_ko.23;2470.00;803785575#0_0;5.10;0.00;0.69;2881.00;972103805_0;116.86;10.83;411.00;2307.67;138.00;4;0.00;190.41;0;tripinfo_in_od_to_ko.23;car;0.99;
in_od_to_ko.24;2539.00;803785575#0_0;5.10;0.00;10.32;2885.00;972103805_0;116.86;9.73;346.00;2307.67;64.00;3;0.00;110.49;0;tripinfo_in_od_to_ko.24;car;0.93;
in_ns_to_ko.55;2590.00;-23142338#2_0;5.10;0.00;0.05;2887.00;972103805_0;116.86;11.56;297.00;1398.55;130.00;3;0.00;176.02;0;tripinfo_in_ns_to_ko.55;car;1.05;
in_od_to_gg.10;2376.00;803785575#0_0;5.10;0.00;16.16;2888.00;23156305_0;1264.14;8.82;512.00;3669.96;47.00;3;0.00;143.63;0;tripinfo_in_od_to_gg.10;car;0.90;
in_ns_to_ko.56;2593.00;-23142338#2_0;5.10;0.00;2.31;2889.00;972103805_0;116.86;10.94;296.00;1398.55;132.00;3;0.00;172.65;0;tripinfo_in_ns_to_ko.56;car;1.03;
in_od_to_gg.13;2428.00;803785575#0_0;5.10;0.00;19.99;2891.00;23156305_0;1264.14;9.65;463.00;3669.96;34.00;2;0.00;111.46;0;tripinfo_in_od_to_gg.13;car;0.95;
in_ns_to_ko.57;2596.00;-23142338#2_0;5.10;0.00;0.04;2891.00;972103805_0;116.86;11.34;295.00;1398.55;126.00;3;0.00;176.83;0;tripinfo_in_ns_to_ko.57;car;1.07;
in_ba_to_gj.20;2685.00;-230845886_0;5.10;0.00;0.15;2891.00;23527526_0;253.75;8.51;206.00;1755.68;0.00;0;0.00;16.67;0;tripinfo_in_ba_to_gj.20;car;0.84;
in_ns_to_as.8;2525.00;-23142338#2_0;5.10;0.00;1.44;2892.00;41899283#1_0;148.70;12.05;367.00;2009.37;133.00;5;0.00;203.08;0;tripinfo_in_ns_to_as.8;car;1.12;
in_ba_to_gg.8;2619.00;-230845886_0;5.10;0.00;0.29;2892.00;23156305_0;1264.14;10.99;273.00;2718.65;0.00;0;0.00;55.11;0;tripinfo_in_ba_to_gg.8;car;1.13;
in_ba_to_gj.21;2691.00;-230845886_0;5.10;0.00;0.77;2895.00;23527526_0;253.75;9.32;204.00;1755.68;0.00;0;0.00;17.30;0;tripinfo_in_ba_to_gj.21;car;0.85;
in_ba_to_gj.22;2698.00;-230845886_0;5.10;0.00;1.83;2897.00;23527526_0;253.75;10.11;199.00;1755.68;0.00;0;0.00;34.16;0;tripinfo_in_ba_to_gj.22;car;0.97;
in_od_to_gj.5;2503.00;803785575#0_0;5.10;0.00;13.18;2899.00;23527526_0;253.75;10.56;396.00;2706.99;31.00;5;0.00;155.54;0;tripinfo_in_od_to_gj.5;car;1.02;
in_as_to_ba.13;2727.00;23687583_0;5.10;0.00;2.46;2899.00;230845886_0;633.12;10.80;172.00;1356.50;18.00;1;0.00;48.49;0;tripinfo_in_as_to_ba.13;car;0.99;
in_as_to_gj.19;2774.00;23687583_0;5.10;0.00;26.01;2901.00;23527526_0;253.75;10.95;127.00;649.06;43.00;2;0.00;69.57;0;tripinfo_in_as_to_gj.19;car;1.04;
in_ns_to_ko.58;2607.00;-23142338#2_0;5.10;0.00;0.02;2902.00;972103805_0;116.86;8.72;295.00;1398.55;114.00;3;0.00;146.84;0;tripinfo_in_ns_to_ko.58;car;0.85;
in_od_to_br.14;2452.00;803785575#0_0;5.10;0.00;1.41;2903.00;23156390_0;1121.44;9.48;451.00;3149.31;56.00;5;0.00;138.85;0;tripinfo_in_od_to_br.14;car;0.92;
in_ns_to_ko.59;2609.00;-23142338#2_0;5.10;0.00;1.80;2904.00;972103805_0;116.86;10.37;295.00;1398.55;111.00;2;0.00;173.90;0;tripinfo_in_ns_to_ko.59;car;1.05;
in_od_to_br.15;2467.00;803785575#0_0;5.10;0.00;0.21;2905.00;23156390_0;1121.44;9.54;438.00;3149.31;43.00;4;0.00;135.51;0;tripinfo_in_od_to_br.15;car;0.95;
in_ns_to_ko.60;2643.00;-23142338#2_0;5.10;0.00;0.41;2906.00;972103805_0;116.86;9.78;263.00;1398.55;97.00;2;0.00;133.87;0;tripinfo_in_ns_to_ko.60;car;0.98;
in_od_to_br.16;2473.00;803785575#0_0;5.10;0.00;3.54;2907.00;23156390_0;1121.44;10.15;434.00;3149.31;37.00;8;0.00;154.10;0;tripinfo_in_od_to_br.16;car;1.02;
in_ns_to_ko.61;2650.00;-23142338#2_0;5.10;0.00;0.39;2908.00;972103805_0;116.86;10.35;258.00;1398.55;94.00;2;0.00;124.55;0;tripinfo_in_ns_to_ko.61;car;0.95;
in_as_to_gg.4;2705.00;23687583_0;5.10;0.00;25.53;2908.00;23156305_0;1264.14;10.68;203.00;1600.87;22.00;1;0.00;53.24;0;tripinfo_in_as_to_gg.4;car;0.97;
in_od_to_as.14;2521.00;803785575#0_0;5.10;0.00;15.86;2909.00;41899283#1_0;148.70;9.80;388.00;2382.09;42.00;5;0.00;171.08;0;tripinfo_in_od_to_as.14;car;0.99;
in_as_to_br.4;2701.00;23687583_0;5.10;0.00;35.81;2909.00;23156390_0;1121.44;10.40;208.00;1694.48;21.00;2;0.00;59.80;0;tripinfo_in_as_to_br.4;car;1.04;
in_ns_to_gg.6;2410.00;-23142338#2_0;5.10;0.00;1.60;2910.00;23156305_0;1264.14;11.29;500.00;3297.24;137.00;4;0.00;231.01;0;tripinfo_in_ns_to_gg.6;car;1.12;
in_ns_to_ko.62;2659.00;-23142338#2_0;5.10;0.00;0.45;2910.00;972103805_0;116.86;9.77;251.00;1398.55;87.00;2;0.00;123.77;0;tripinfo_in_ns_to_ko.62;car;0.99;
in_od_to_as.13;2506.00;803785575#0_0;5.10;0.00;14.37;2912.00;41899283#1_0;148.70;9.50;406.00;2382.09;34.00;4;0.00;179.64;0;tripinfo_in_od_to_as.13;car;0.95;
in_ns_to_ko.63;2662.00;-23142338#2_0;5.10;0.00;2.82;2912.00;972103805_0;116.86;10.43;250.00;1398.55;83.00;3;0.00;126.25;0;tripinfo_in_ns_to_ko.63;car;1.02;
in_ns_to_ko.64;2668.00;-23142338#2_0;5.10;0.00;1.34;2915.00;972103805_0;116.86;10.93;247.00;1398.55;81.00;3;0.00;122.49;0;tripinfo_in_ns_to_ko.64;car;1.01;
in_ns_to_gg.7;2421.00;-23142338#2_0;5.10;0.00;0.08;2917.00;23156305_0;1264.14;9.54;496.00;3297.24;121.00;4;0.00;186.79;0;tripinfo_in_ns_to_gg.7;car;0.97;
in_ns_to_ko.65;2671.00;-23142338#2_0;5.10;0.00;1.59;2917.00;972103805_0;116.86;11.44;246.00;1398.55;80.00;2;0.00;124.72;0;tripinfo_in_ns_to_ko.65;car;1.04;
in_as_to_gg.5;2717.00;23687583_0;5.10;0.00;9.51;2919.00;23156305_0;1264.14;10.61;202.00;1600.87;19.00;1;0.00;58.62;0;tripinfo_in_as_to_gg.5;car;1.01;
in_ba_to_ns.6;2492.00;-230845886_0;5.10;0.00;2.21;2920.00;23142338#2_0;290.21;8.68;428.00;2346.36;124.00;3;0.00;161.32;0;tripinfo_in_ba_to_ns.6;car;0.80;
in_ba_to_ns.7;2520.00;-230845886_0;5.10;0.00;1.98;2922.00;23142338#2_0;290.21;11.03;402.00;2346.36;122.00;3;0.00;205.65;0;tripinfo_in_ba_to_ns.7;car;1.08;
in_od_to_sl.1;2836.00;803785575#0_0;5.10;0.00;35.16;2922.00;28706217_0;94.10;7.51;86.00;747.33;0.00;0;0.00;14.44;0;tripinfo_in_od_to_sl.1;car;1.01;
in_as_to_gg.6;2724.00;23687583_0;5.10;0.00;10.74;2924.00;23156305_0;1264.14;10.63;200.00;1600.87;19.00;1;0.00;49.26;0;tripinfo_in_as_to_gg.6;car;0.97;
in_ba_to_os.17;2607.00;-230845886_0;5.10;0.00;3.46;2928.00;45494495_0;58.90;10.52;321.00;1647.96;131.00;3;0.00;167.09;0;tripinfo_in_ba_to_os.17;car;0.97;
in_as_to_br.5;2733.00;23687583_0;5.10;0.00;0.88;2928.00;23156390_0;1121.44;10.63;195.00;1694.48;15.00;1;0.00;48.97;0;tripinfo_in_as_to_br.5;car;1.05;
in_ns_to_gg.8;2430.00;-23142338#2_0;5.10;0.00;2.19;2930.00;23156305_0;1264.14;10.53;500.00;3297.24;133.00;4;0.00;195.17;0;tripinfo_in_ns_to_gg.8;car;0.99;
in_as_to_os.11;2534.00;23687583_0;5.10;0.00;0.81;2930.00;45494495_0;58.90;11.36;396.00;1689.77;185.00;6;0.00;251.99;0;tripinfo_in_as_to_os.11;car;1.06;
in_od_to_ba.20;2560.00;803785575#0_0;5.10;0.00;18.34;2930.00;230845886_0;633.12;11.60;370.00;2382.14;59.00;7;0.00;176.63;0;tripinfo_in_od_to_ba.20;car;1.12;
in_ba_to_gj.23;2721.00;-230845886_0;5.10;0.00;2.89;2932.00;23527526_0;253.75;10.98;211.00;1755.68;25.00;1;0.00;50.04;0;tripinfo_in_ba_to_gj.23;car;0.99;
in_ba_to_os.18;2615.00;-230845886_0;5.10;0.00;1.80;2934.00;45494495_0;58.90;8.97;319.00;1647.96;105.00;3;0.00;139.60;0;tripinfo_in_ba_to_os.18;car;0.83;
in_ba_to_gj.24;2728.00;-230845886_0;5.10;0.00;0.92;2935.00;23527526_0;253.75;9.73;207.00;1755.68;21.00;1;0.00;46.06;0;tripinfo_in_ba_to_gj.24;car;0.99;
in_od_to_ba.23;2624.00;803785575#0_0;5.10;0.00;11.93;2936.00;230845886_0;633.12;11.38;312.00;2382.14;30.00;3;0.00;104.84;0;tripinfo_in_od_to_ba.23;car;1.04;
in_as_to_ns.17;2619.00;23687583_0;5.10;0.00;0.11;2936.00;23142338#2_0;290.21;10.79;317.00;1995.73;73.00;4;0.00;131.94;0;tripinfo_in_as_to_ns.17;car;0.98;
in_od_to_os.38;2736.00;803785575#0_0;5.10;0.00;34.78;2936.00;45494495_0;58.90;10.40;200.00;969.96;87.00;2;0.00;110.04;0;tripinfo_in_od_to_os.38;car;0.98;
in_ba_to_gj.25;2732.00;-230845886_0;5.10;0.00;0.64;2937.00;23527526_0;253.75;10.50;205.00;1755.68;20.00;1;0.00;52.38;0;tripinfo_in_ba_to_gj.25;car;1.04;
in_as_to_ko.28;2758.00;23687583_0;5.10;0.00;21.83;2937.00;972103805_0;116.86;8.87;179.00;1102.39;42.00;2;0.00;68.36;0;tripinfo_in_as_to_ko.28;car;0.90;
in_od_to_ba.24;2663.00;803785575#0_0;5.10;0.00;22.30;2938.00;230845886_0;633.12;12.05;275.00;2382.14;14.00;3;0.00;81.18;0;tripinfo_in_od_to_ba.24;car;1.11;
in_as_to_ns.18;2648.00;23687583_0;5.10;0.00;2.23;2938.00;23142338#2_0;290.21;10.90;290.00;1995.73;67.00;3;0.00;119.79;0;tripinfo_in_as_to_ns.18;car;1.07;
in_od_to_os.39;2776.00;803785575#0_0;5.10;0.00;31.54;2938.00;45494495_0;58.90;11.62;162.00;969.96;46.00;1;0.00;83.65;0;tripinfo_in_od_to_os.39;car;1.13;
in_as_to_ko.29;2764.00;23687583_0;5.10;0.00;23.36;2939.00;972103805_0;116.86;9.85;175.00;1102.39;40.00;2;0.00;73.30;0;tripinfo_in_as_to_ko.29;car;0.98;
in_od_to_os.40;2782.00;803785575#0_0;5.10;0.00;31.54;2940.00;45494495_0;58.90;10.81;158.00;969.96;43.00;1;0.00;73.36;0;tripinfo_in_od_to_os.40;car;1.04;
in_ba_to_ko.36;2653.00;-230845886_0;5.10;0.00;2.42;2942.00;972103805_0;116.86;9.08;289.00;2114.29;44.00;3;0.00;80.42;0;tripinfo_in_ba_to_ko.36;car;0.92;
in_od_to_os.41;2785.00;803785575#0_0;5.10;0.00;29.08;2942.00;45494495_0;58.90;10.23;157.00;969.96;43.00;1;0.00;65.49;0;tripinfo_in_od_to_os.41;car;0.96;
in_as_to_kl.6;2780.00;23687583_0;5.10;0.00;17.78;2942.00;28716808#1_0;754.74;12.60;162.00;1207.92;38.00;3;0.00;67.49;0;tripinfo_in_as_to_kl.6;car;1.16;
in_as_to_od.3;2341.00;23687583_0;5.10;0.00;0.66;2944.00;23156030#6_0;109.07;9.57;603.00;2357.31;308.00;13;0.00;385.50;0;tripinfo_in_as_to_od.3;car;0.98;
in_as_to_os.12;2537.00;23687583_0;5.10;0.00;0.28;2944.00;45494495_0;58.90;12.58;407.00;1689.77;195.00;7;0.00;275.59;0;tripinfo_in_as_to_os.12;car;1.16;
in_ba_to_ko.37;2664.00;-230845886_0;5.10;0.00;0.65;2944.00;972103805_0;116.86;10.81;280.00;2114.29;43.00;3;0.00;101.40;0;tripinfo_in_ba_to_ko.37;car;1.08;
in_ba_to_os.15;2573.00;-230845886_0;5.10;0.00;0.56;2946.00;45494495_0;58.90;11.11;373.00;1647.96;174.00;4;0.00;236.49;0;tripinfo_in_ba_to_os.15;car;1.10;
in_ba_to_ko.38;2670.00;-230845886_0;5.10;0.00;3.82;2946.00;972103805_0;116.86;10.01;276.00;2114.29;41.00;3;0.00;79.81;0;tripinfo_in_ba_to_ko.38;car;0.98;
in_ba_to_gj.26;2750.00;-230845886_0;5.10;0.00;0.32;2946.00;23527526_0;253.75;9.88;196.00;1755.68;6.00;1;0.00;27.43;0;tripinfo_in_ba_to_gj.26;car;0.95;
in_ba_to_os.19;2628.00;-230845886_0;5.10;0.00;5.26;2948.00;45494495_0;58.90;11.05;320.00;1647.96;119.00;3;0.00;176.42;0;tripinfo_in_ba_to_os.19;car;1.04;
