tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
385.00;23156030#6_0;109.07;10.10;298.00;0.51;-45494495_0;5.10;0.00;tripinfo_wu_os_to_od.2;87.00;wu_os_to_od.2;0;865.51;0.98;0.00;6.63;car;;0;0.00
387.00;28706217_0;94.10;8.72;157.00;0.67;23687583_0;5.10;0.00;tripinfo_wu_as_to_sl.2;230.00;wu_as_to_sl.2;0;1976.75;1.12;0.00;65.22;car;;2;22.00
388.00;972103805_0;116.86;9.95;227.00;0.33;-23142338#2_0;5.10;0.00;tripinfo_wu_ns_to_ko.8;161.00;wu_ns_to_ko.8;0;1398.55;0.99;0.00;33.83;car;;2;10.00
391.00;41899283#1_0;148.70;10.33;241.00;0.24;-230845886_0;5.10;0.00;tripinfo_wu_ba_to_as.3;150.00;wu_ba_to_as.3;0;1430.78;1.01;0.00;21.08;car;;0;0.00
392.00;23156305_0;1264.14;10.25;50.00;0.87;-23142338#2_0;5.10;0.00;tripinfo_wu_ns_to_gg.1;342.00;wu_ns_to_gg.1;0;3297.24;0.98;0.00;35.91;car;;0;0.00
394.00;23156305_0;1264.14;11.75;49.00;1.99;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_gg.0;345.00;wu_od_to_gg.0;0;3669.96;1.15;0.00;55.24;car;;3;6.00
397.00;230845886_0;633.12;9.07;143.00;0.05;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_ba.3;254.00;wu_od_to_ba.3;0;2382.14;0.92;0.00;19.36;car;;0;0.00
397.00;23142338#2_0;290.21;11.58;156.00;0.35;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_ns.3;241.00;wu_od_to_ns.3;0;1928.29;1.08;0.00;68.55;car;;2;15.00
402.00;23156030#6_0;109.07;9.08;137.00;0.34;-230845886_0;5.10;0.00;tripinfo_wu_ba_to_od.2;265.00;wu_ba_to_od.2;0;2315.50;0.86;0.00;22.11;car;;0;0.00
403.00;972103805_0;116.86;9.95;281.00;0.47;23687583_0;5.10;0.00;tripinfo_wu_as_to_ko.9;122.00;wu_as_to_ko.9;0;1102.39;0.92;0.00;14.44;car;;0;0.00
